	en	fr	es
tuto_12	The <strong>Contextual menu</strong> (through a right click on an image or a video url) allows you to trigger this plugin on a still image or on a youtube video link. On an image, a right click will propose you either to open the picture in the Image magnifier to examine it more closely, or to launch forensic analysis or reverse image search engines with this image. On a video link, a right click will propose you under the InVID menu to trigger either InVID video analysis or the Youtube thumbnail reverse search (for a Youtube video).	Le <strong>Menu contextuel</strong> (appui sur le clic droit de la souris sur une image, une video ou une adresse vers une image ou video) vous permet d'envoyer directement une image ou une video sur l'extension. Avec une image, vous pourrez ouvrir l'image dans le magnifier ou de lancer une recherche d'image inversée. Sur une vidéo, vous pourrez envoyer la vidéo dans les onglets <strong>Analyse</strong> ou <strong>Youtube imagettes</strong> si elle correspond aux critères de l'onglet souhaité.	El <strong>Menú contextual </strong> (a través de un clic derecho sobre una imagen o una url de vídeo) le permite activar este plugin en una imagen fija o en un enlace de vídeo de YouTube. En una imagen, un clic derecho le propondrá abrir la imagen en el magnificador de imagen para examinarla más de cerca, o bien lanzar un análisis forensic o motores de búsqueda de imagen inversa con la imagen que se quiere verificar. En un enlace de vídeo, un clic derecho le propondrá en el menú InVID para activar el análisis de vídeo InVID o la búsqueda inversa de miniaturas en Youtube (para un vídeo de Youtube).
navbar_tools	Tools	Outils	Herramientas
navbar_classroom	Classroom	Salle de cours	Aula
third_parties_title	Third parties tools we love	Autres outils que nous apprécions	Otras herramientas que nos gustan
close	Close	Fermer	Cerrar
display	Display	Afficher	Visualización
remote_resources_title	Educational Resources	Ressources pédagogiques	Recursos educativos
user_resources_title	Your educational content	Votre contenu pédagogique	Tu contenido educativo
form_to_display_your_own_lessons	Use this form to display your own lessons	Utilisez ce formulaire pour afficher vos propres leçons	Usa este formulario para mostrar tus propias lecciones
user_resources_intro	This section allows you to broadcast your own lessons stored on Internet	Cette section vous permet de diffuser vos propres cours stockés sur Internet.	Esta sección le permite transmitir sus propios videos de Internet.
user_resources_intro_local	Select a mp4 video on your computer	Sélectionnez une vidéo au format mp4 sur votre ordinateur	Seleccione un video mp4 en su computadora
user_resources_intro_remote	Enter the url of a YouTube, Twitter, Facebook public video or an iframe (see examples below):	Indiquez l'url d'une vidéo YouTube, Twitter, Facebook (public) ou une iframe (voir les exemples ci-dessous):	Ponga la url de un video de YouTube, Twitter, Facebook (público) o un iframe (ver ejemplos abajo):
footer_classroom	Provided by the <a href="https://www.afp.com/en/medialab">AFP Medialab</a><br>To contact us, use the feedback tool.	Fourni par le <a href="https://www.afp.com/fr/lagence/medialab">Medialab de l'AFP</a><br>Pour nous contacter, utilisez l'outil de feedback.	Proporcionado por <a href="https://www.afp.com/fr/lagence/medialab">AFP Medialab</a><br>Para ponerse en contacto con nosotros, utilice la herramienta de feedback.
classroom_title	Classroom	Salle de cours	Aula
classroom_title_1	Five ways to spot fake news (Quartz)	C'est quoi une fake news ? (RTS)	¿Qué hacemos con tanta noticia falsa?
classroom_embed_1	<iframe width="560" height="315" src="https://www.youtube.com/embed/y7eCB2F89K8?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>	<iframe src="https://www.rts.ch/play/tv/popupvideoplayer?id=9965541" width="624" height="351" frameborder="0" name="La semaine des médias 2018 - Les fake news" allow="geolocation *; autoplay; encrypted-media" allowfullscreen="true" mozallowfullscreen="true" webkitallowfullscreen="true"></iframe>	<iframe width="560" height="315" src="https://www.youtube.com/embed/-FI1Tv-R7ZA?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>
classroom_title_2	Helping students fighting disinformation	Comment vérifier une vidéo sur Facebook (France 24)	Guía para identificar noticias falsas
classroom_embed_2	<iframe width="560" height="315" src="https://www.youtube.com/embed/xf8mjbVRqao?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>	<iframe src="https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4" width="800" height="600" frameborder="0" allowfullscreen="true" mozallowfullscreen="true" webkitallowfullscreen="true"></iframe>	<iframe width="560" height="315" src="https://www.youtube.com/embed/Y42V_qjptLA?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>
classroom_title_3	How to spot fake news (Factcheck.org)	C'est quoi une fake news ? (1 jour, 1 question)	¿Cómo identificar noticias falsas en redes sociales para no confundir a la sociedad?
classroom_embed_3	<iframe width="560" height="315" src="https://www.youtube.com/embed/AkwWcHekMdo?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>	<iframe width="560" height="315" src="https://www.youtube.com/embed/pAa80STbngQ?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>	<iframe width="560" height="315" src="https://www.youtube.com/embed/WsbS4S5ehaU?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>
classroom_title_4	How disinformation works (WIRED)	Comment se répand une fausse information? (RTBF)	Conoce las noticias falsas que marcaron la agenda de este 2018
classroom_embed_4	<iframe width="560" height="315" src="https://www.youtube.com/embed/frjITitjisY?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>	<iframe width="640" height="360" src="https://www.rtbf.be/embed/m?id=2149801&autoplay=0" scrolling="no" frameborder="0" allowfullscreen></iframe>	<iframe width="560" height="315" src="https://www.youtube.com/embed/jDcI3akPjCE?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>
classroom_title_5	Figthing disinformation in the classroom (CBC News)	5 conseils pour débusquer les fakes news (Kombini)	El negocio de las noticias falsas
classroom_embed_5	<iframe width="560" height="315" src="https://www.youtube.com/embed/MeMp_E5dl4M?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>	<iframe width="560" height="315" src="https://www.youtube.com/embed/-5BoejLNc9A?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>	<iframe width="560" height="315" src="https://www.youtube.com/embed/b78JI7-pEVY?rel=0" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>
api_help_video	https://www.youtube.com/embed/eEVTYq1LMxM?rel=0	https://www.youtube.com/embed/6kkulKrgtLQ?rel=0	https://www.youtube.com/embed/FtAbxbrJMMY?rel=0
keyframes_help_video	https://www.youtube.com/embed/iNs8y5DoxP8?rel=0	https://www.youtube.com/embed/kXtjUWTqgFQ?rel=0	https://www.youtube.com/embed/0seFvJXegyc?rel=0
thumbnails_help_video	https://www.youtube.com/embed/Vn0XGlOkSRQ?rel=0	https://www.youtube.com/embed/Ioe5yDqPaL8?rel=0	https://www.youtube.com/embed/cmv_1KJlbhE?rel=0
twitter_help_video	https://www.youtube.com/embed/wzMCtpENuHA?rel=0	https://www.youtube.com/embed/g0GldCZCh_Q?rel=0	https://www.youtube.com/embed/zHYJ43lhhOY?rel=0
magnifier_help_video	https://www.youtube.com/embed/JljRs8p4aK4?rel=0	https://www.youtube.com/embed/_FVyFgMqErM?rel=0	https://www.youtube.com/embed/IMutZWgZEGk?rel=0
metadata_help_video	https://www.youtube.com/embed/Mg6Z-Jc54yo?rel=0	https://www.youtube.com/embed/RtG3kWzZfO0?rel=0	https://www.youtube.com/embed/uM-tlI6DpIE?rel=0
copyright_help_video	https://www.youtube.com/embed/NjTXsbF5Wu8?rel=0	https://www.youtube.com/embed/dDQWlR8u-mk?rel=0	https://www.youtube.com/embed/36hvLnIugjI?rel=0
forensic_help_video	https://www.youtube.com/embed/de862rAPne4?rel=0	https://www.youtube.com/embed/jiqcixMzmpo?rel=0	https://www.youtube.com/embed/B2D0kPOAWxM?rel=0
api_help_content			
keyframes_help_content			
thumbnails_help_content			
twitter_help_content			
magnifier_help_content			
metadata_help_content			
copyright_help_content			
forensic_help_content			
other_tools_title_1	CrowdTangle	CrowdTangle	CrowdTangle
other_tools_image_1	crowd-tangle.png	crowd-tangle.png	crowd-tangle.png
other_tools_link_1	https://www.crowdtangle.com/	https://www.crowdtangle.com/	https://www.crowdtangle.com/
other_tools_title_2	CMLA	CMLA	CMLA
other_tools_image_2	cmla.png	cmla.png	cmla.png
other_tools_link_2	http://cmla.ens-paris-saclay.fr/	http://cmla.ens-paris-saclay.fr/	http://cmla.ens-paris-saclay.fr/
other_tools_title_3			
other_tools_image_3			
other_tools_link_3			
other_tools_title_4			
other_tools_image_4			
other_tools_link_4			
other_tools_title_5			
other_tools_image_5			
other_tools_link_5			
other_tools_title_6			
other_tools_image_6			
other_tools_link_6			
navbar_quiz	Interactive	Interactif	Interactivo
quiz_title	Spot the fake !	Trouvez le faux !	¡Detectar la falsificación!
quiz_copy	Copy URL	Copier l'URL	Copiar URL
quiz_explanations	Explanations	Explications	Explicaciones
quiz_unlock_explanations	Unlock Interactive explanations	Déverrouiller les explications de interactif	Desbloquear las explicaciones de la prueba
quiz_unlock_message	To display explanations, unlock them from About menu	Pour afficher les explications, débloquez les depuis le menu A propos	Desbloquear las explicaciones de Interactivo desde el menú Sobre nosotros
quiz_item_url_1	https://reveal-mklab.iti.gr/forensics_demo/Tsakalotos.jpg	https://reveal-mklab.iti.gr/forensics_demo/Tsakalotos.jpg	https://reveal-mklab.iti.gr/forensics_demo/Tsakalotos.jpg
quiz_item_title_1			
quiz_item_answer_1	The picture shows the Greek minister of Economy Euclides Tsakalotos speaking in front of the painting The Scream of Norwegian painter Edvard Munch. In fact, this image is a parody: Tsakalotos was mocked for talking in front of a woman nude portait painted by Modigliani. Try the contextual menu on the picture to see the results with several image reverse search engines. The original image can be seen here: <a target="_blank" href="https://www.aftodioikisi.gr/paraskinia/o-kallianos-evgale-porno-ton-montiliani/">https://www.aftodioikisi.gr/paraskinia/o-kallianos-evgale-porno-ton-montiliani/</a>	La photo montre le ministre grec de l'Economie Euclide Tsakalotos parlant devant le tableau Le Cri du peintre norvégien Edvard Munch. En fait, cette image est une parodie : Tsakalotos a été ridiculisé pour avoir parlé devant un portrait de femme nue peint par Modigliani. Essayez le menu contextuel sur l'image pour voir les résultats avec plusieurs moteurs de recherche inversée d'images. L'image originale peut être vue ici :<a target="_blank" href="https://www.aftodioikisi.gr/paraskinia/o-kallianos-evgale-porno-ton-montiliani/">https://www.aftodioikisi.gr/paraskinia/o-kallianos-evgale-porno-ton-montiliani/</a>	La foto muestra al ministro de Economía griego Euclides Tsakalotos hablando frente al cuadro El grito del pintor noruego Edvard Munch. De hecho, esta imagen es una parodia: Se burlaron de Tsakalotos por hablar delante de un retrato de una mujer desnuda pintada por Modigliani. Pruebe el menú contextual de la imagen para ver los resultados con varios motores de búsqueda inversa de imágenes. La imagen original se puede ver aquí: <a target="_blank" href="https://www.aftodioikisi.gr/paraskinia/o-kallianos-evgale-porno-ton-montiliani/">https://www.aftodioikisi.gr/paraskinia/o-kallianos-evgale-porno-ton-montiliani/</a>
quiz_item_url_2	https://reveal-mklab.iti.gr/forensics_demo/WhaleKayak.jpg	https://reveal-mklab.iti.gr/forensics_demo/WhaleKayak.jpg	https://reveal-mklab.iti.gr/forensics_demo/WhaleKayak.jpg
quiz_item_title_2			
quiz_item_answer_2	This picture is a composite image made from two photos taken in 2010 in Alaska. See <a target="_blank" href="https://www.snopes.com/fact-check/big-gulp/">https://www.snopes.com/fact-check/big-gulp/</a> for more info.	Cette photo est une image composite réalisée à partir de deux photos prises en 2010 en Alaska. Voir <a target="_blank" href="https://www.snopes.com/fact-check/big-gulp/">https://www.snopes.com/fact-check/big-gulp/</a> pour davantage d'information.	Esta foto es una imagen compuesta de dos fotos tomadas en 2010 en Alaska. Ver <a target="_blank" href="https://www.snopes.com/fact-check/big-gulp/">https://www.snopes.com/fact-check/big-gulp/</a> para más información.
quiz_item_url_3	https://reveal-mklab.iti.gr/forensics_demo/sikh2.jpg	https://reveal-mklab.iti.gr/forensics_demo/sikh2.jpg	https://reveal-mklab.iti.gr/forensics_demo/sikh2.jpg
quiz_item_title_3			
quiz_item_answer_3	This Canadian Sikh man was pictured on Twitter as a terrorist wearing a suicide vest and a Qur'an book before the Paris attacks in November 2015. In fact, in the original picture that he tweeted himself, he was taking a selfie in front of a mirror with his iPad. More info: <a target="_blank" href="https://www.theguardian.com/world/2015/nov/16/canadian-pictured-as-paris-terrorist-in-suspected-gamergate-smearl">https://www.theguardian.com/world/2015/nov/16/canadian-pictured-as-paris-terrorist-in-suspected-gamergate-smear</a>	Cet homme sikh canadien a été photographié sur Twitter comme un terroriste portant une veste de kamikaze et un livre coranique avant les attaques de Paris en novembre 2015. En fait, sur la photo originale qu'il a lui-même tweeté, il prenait un selfie devant un miroir avec son iPad. Plus d'informations: <a target="_blank" href="https://www.theguardian.com/world/2015/nov/16/canadian-pictured-as-paris-terrorist-in-suspected-gamergate-smearl">https://www.theguardian.com/world/2015/nov/16/canadian-pictured-as-paris-terrorist-in-suspected-gamergate-smear</a>	Este hombre sij canadiense fue fotografiado en Twitter como un terrorista que llevaba un chaleco suicida y un libro del Corán antes de los atentados de París en noviembre de 2015. De hecho, en la foto original que tuiteó el mismo, se estaba tomando una foto frente a un espejo con su iPad. Más información:<a target="_blank" href="https://www.theguardian.com/world/2015/nov/16/canadian-pictured-as-paris-terrorist-in-suspected-gamergate-smearl">https://www.theguardian.com/world/2015/nov/16/canadian-pictured-as-paris-terrorist-in-suspected-gamergate-smear</a>
quiz_item_url_4	https://reveal-mklab.iti.gr/forensics_demo/AllocationsFamiliales.jpg	https://reveal-mklab.iti.gr/forensics_demo/AllocationsFamiliales.jpg	https://reveal-mklab.iti.gr/forensics_demo/AllocationsFamiliales.jpg
quiz_item_title_4			
quiz_item_answer_4	This picture circulated in France as a gathering of radical muslims women waiting in front of the French public body for family benefits. In fact, the picture was taken in London outside a police station probably in 2015. The logo on the upper right from the French public body for family benefits was added to the original picture which was cropped to avoid displaying a London bus sign and the police department name on the building. More info: <a target="_blank" href="https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video">https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video</a>	Cette image a été diffusée en France comme étant un rassemblement de femmes musulmanes radicales faisant la queue devant une Caisse d'allocations familiales. En fait, la photo a été prise à Londres devant un poste de police, en 2015. Le logo en haut à droite de la Caisse d'allocations familiales a été rajouté à la photo originale qui a été recadrée pour éviter l'affichage d'un panneau de bus londonien et le nom du service de police sur l'immeuble. Plus d'infos: <a target="_blank" href="https://factuel.afp.com/non-cette-image-ne-montre-pas-des-femmes-voilees-devant-la-caf-de-rosny-sous-bois">https://factuel.afp.com/non-cette-image-ne-montre-pas-des-femmes-voilees-devant-la-caf-de-rosny-sous-bois</a>	Esta imagen circuló en Francia como una reunión de mujeres musulmanas radicales que esperaban frente al organismo público francés para recibir prestaciones familiares. De hecho, la foto fue tomada en Londres frente a una comisaría de policía en 2015. El logotipo en la parte superior derecha del organismo público francés para las prestaciones familiares se añadió a la imagen original, que fue recortada para evitar mostrar un letrero de autobús de Londres y el nombre del departamento de policía en el edificio. Más información:<a target="_blank" href="https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video">https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video</a>
quiz_item_url_5	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0
quiz_item_title_5			
quiz_item_answer_5	This is the famous Jordan Peele video warning about the future of fake news through an ex-president Barack Obama public address. Using InVID and its keyframes feature, it is possible to retrieve the original videos of Obama from December 2016 that were used to make this deep fake video. More information: <a target="_blank" href="https://www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed">https://www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed</a>	C'est la célèbre vidéo de Jordan Peele qui met en garde contre l'avenir des fausses nouvelles à travers une allocution bidon de l'ancien président Barack Obama. En utilisant InVID et la fragmentation en images-clés, il est possible de récupérer les vidéos originales d'Obama de décembre 2016 qui ont été utilisées pour réaliser cette vidéo "deep fake". Plus d'informations : <a target="_blank" href="https://www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed">https://www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed</a>	Este es el famoso video de advertencia de Jordan Peele sobre el futuro de las noticias falsas a través de un falso anuncio público del ex presidente Barack Obama. Utilizando InVID y su función de fotogramas clave, es posible recuperar los vídeos originales de Obama de diciembre de 2016 que se utilizaron para realizar este vídeo falso "deep fake". Más información: <a target="_blank" href="https://www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed">https://www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed</a>
quiz_item_url_6	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0
quiz_item_title_6			
quiz_item_answer_6	This deep fake video is a mashup between actress Jennifer Lawrence and actor Steve Bruscemi faces made by using Artificial intelligence. Using InVID keyframes and image reverse search, one easily finds the original footage or picture of the Golden Globes ceremony.	Cette vidéo est une mashup entre les visages de l'actrice Jennifer Lawrence et de l'acteur Steve Bruscemi, créée par intelligence artificielle. En utilisant la fragmentation en images-clés d'InVID et la recherche inversée d'images, on trouve facilement la séquence ou la photo originale de la cérémonie des Golden Globes.	Este video falso es una mezcla entre las caras de la actriz Jennifer Lawrence y del actor Steve Bruscemi hecha usando inteligencia artificial. Usando la herramiento de fotogramas clave de InVID y la búsqueda inversa de imágenes, uno encuentra fácilmente el material o la imagen original de la ceremonia de los Globos de Oro.
quiz_item_url_7	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0
quiz_item_title_7			
quiz_item_answer_7	This video is supposed to show a 7D wildlife park in Japan. In fact, it comes from virtual reality clips. More information: <a target="_blank" href="https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan">https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan</a>	Cette vidéo est censée montrer un parc animalier 7D au Japon. En fait, il s'agit de clips de réalité virtuelle. Plus d'informations : <a target="_blank" href="https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan">https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan</a>	Este video se supone que muestra un parque de vida silvestre 7D en Japón. De hecho, proviene de clips de realidad virtual. Más información: <a target="_blank" href="https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan">https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan</a>
quiz_item_url_8			
quiz_item_title_8			
quiz_item_answer_8			
quiz_item_url_9			
quiz_item_title_9			
quiz_item_answer_9			
quiz_item_url_10			
quiz_item_title_10			
quiz_item_answer_10			
quiz_forensic	Forensic search	Recherche Forensic	Búsqueda Forensic
quiz_similarity	Similarity search	Recherche de similarités	Búsqueda de similaridades
quiz_keyframes	Keyframes	Images clés	Imágenes claves
home_tutorial_title	Welcome to WeVerify	Bienvenue sur WeVerify	Bienvenido a WeVerify
home_tutorial_image_1	ht_1_en.png	ht_1_fr.png	ht_1_es.png
home_tutorial_image_2	ht_2_en.png	ht_2_fr.png	ht_2_es.png
home_tutorial_image_3	ht_3_en.png	ht_3_fr.png	ht_3_es.png
home_tutorial_image_4			
home_tutorial_image_5			
home_tutorial_display	1	1	1
lang_code	EN	FR	ES
lang_label	English	Français	Español
twitterStatsErrorMessage2	Keyword, Since or Until dates are empty	Mot clé, Depuis ou jusqu'à non précisé	Los campos Palabra clave, Desde o Hasta estén vacíos
twitter_sna_title	Twitter Social network analysis	Analyse du réseau social Twitter	Análisis de la red social Twitter
twitter_sna_local_time	Local time	Heure locale	Hora local
twitter_sna_gmt	GMT	GMT	GMT
twitter_sna_search	Keyword or #	Mot clé ou #	Palabra clave o #
twitter_sna_and	All words to include in the query (AND)	Tous les mots à inclure dans la requête (et)	Todas las palabras a incluir en la consulta (y)
twitter_sna_or	Words that can be in the query (OR)	Mots pouvant être inclus dans la requête (ou)	Palabras que se pueden incluir en la consulta (o)
twitter_sna_not	Words to exclude in the query	Mots à exclure de la requête	Palabras a excluir en la consulta
twitter_sna_user	Tweeted by (Twitter account name)	Tweeté par (Nom de compte Twitter)	Twiteado por (Nombre de una cuenta de Twitter)
twitter_sna_verified	Only verified users :	Utilisateurs verifiés uniquement :	Únicamente usuarios verificados :
twitter_sna_media	Filters :	Filtres :	Filtros :
twitter_sna_from_date	Since	Depuis	Desde
twitter_sna_until_date	Until	Jusqu'à	Hasta
twitterStats_media_none	none	aucune	ninguna
twitterStats_media_images	pictures	images	fotos
twitterStats_media_videos	videos	vidéos	vídeo
twitterStats_media_both	both	les deux	tanto
twitterStats_verified_no	no	non	no
twitterStats_verified_yes	yes	oui	si
twitterStatsErrorMessage	Please fill in the required fields (＊)	Veuillez remplir les champs requis (＊)	Rellene los campos requeridos (＊)
lang_choices	Filter on language :	Filtre de langue :	Filtro de lengua :
lang_all	none	aucun	ninguno
lang_fr	French	Français	Francés
lang_en	English	Anglais	Inglés
lang_es	Spanish	Espagnol	Español
lang_ar	Arab	Arabe	Árabe
lang_de	German	Allemand	Alemán
lang_it	Italian	Italien	Italiano
lang_id	Indonesian	Indonésien	Indonesio
lang_pt	Portuguese	Portugais	Portugués
lang_ko	Korean	Coréen	Coreano
lang_tr	Turkish	Turc	Turco
lang_ru	Russian	Russe	Ruso
lang_nl	Dutch	Néerlandais	Holandés
lang_hi	Hindi	Indou	Hindú
lang_no	Norwegian	Norvégien	Noruego
lang_sv	Swedish	Suédois	Sueco
lang_fi	Finnish	Finlandais	Finlandés
lang_da	Danish	Danois	Danés
lang_pl	Polish	Polonais	Polaco
lang_hu	Hungarian	Hongrois	Húngaro
lang_fa	Farsi	Persan	Farsi
lang_he	Hebrew	Hébreu	Hebreo
lang_ur	Urdu	Ourdou	Urdu
lang_th	Thai	Thaï	Tailandés
twitterSnaErrorMessage	An error occurred while processing tweets	Une erreur s'est produite lors du traitement des tweets	Se produjo un error en el procesamiento de tweets
top_users_pie_chart_title	Most active users	Utilisateurs les plus actifs	Usuarios más activos
user_time_chart_title	Propagation timeline	Frise chronologique de propagation	Línea de tiempo de propagación
hashtag_cloud_chart_title	Most associated hashtags	Hashtags les plus associés	Hashtags más Asociados
retweets_cloud_chart_title	Most retweeted users	Utilisateurs les plus retweetés	Usuarios más retweeteados
likes_cloud_chart_title	Most liked users	Utilisateurs les plus likés	Usuarios más retweeteados
top_words_cloud_chart_title	Most used words in tweets	Mots les plus utilisés dans les tweets	Palabras más utilizadas en tweets
keyframe_title_get_detail	+ Show detailed view	+ Afficher la vue détaillée	+ Mostrar la vista detallada
keyframe_title_get_simple	- Show simple view	- Afficher la vue minimal	- Mostrar vista simple
scene_title	Scene n°	Scène n°	Escena n°
DatesAreWrong	Dates are wrong	Les dates ne sont pas valides	Las fechas no son válidas
tweetCounter_title	Tweets number	Nombre de tweets	Número de Tweet
